Gene_Name,Expression_Score
AKAP17A,62.2222222222
FAM49A,86.8888888889
FAM49B,66.2222222222
PDILT,0.0
IGLL5 /// IGLV2-11,96.0
31-Aug,74.6666666667
ZFP36L1,56.5
ZFP36L2,72.3333333333
GGA1,76.9333333333
C10orf99,10.6666666667
GGA3,77.3333333333
GGA2,70.5833333333
LOC100507250,4.0
LOC100507253,8.66666666667
C15orf44,88.0
C10orf91,1.33333333333
C10orf92,1.33333333333
C10orf93,16.6666666667
C15orf40,100.0
C10orf95,0.0
C10orf96,0.0
C15orf43,6.0
GOLGA6L5 /// GOLGA6L9,100.0
FHOD1,94.6666666667
FHOD3,57.3333333333
ADH7,29.3333333333
ADH6,11.0
ADH5,100.0
ADH4,20.0
C4orf6,0.0
C4orf7,64.0
PKD1,29.1111111111
NRL,0.333333333333
GJC2,0.0
C4orf3,100.0
LOC100287227,19.3333333333
ZNF138,98.6666666667
PPARGC1A,23.0
PRKACG,0.0
SPRYD3,98.0
PRKACA,45.3333333333
GRIK1-AS,15.3333333333
PSMB9,100.0
PRKACB,94.6666666667
PSMB7,98.0
ZNF131,79.7333333333
ZNF132,23.3333333333
PSMB4,100.0
PSMB3,100.0
PSMB2,79.5555555556
PSMB1,90.0
SPRYD5,0.0
C20orf79,0.0
FAM195A,99.6666666667
HDHD1,100.0
C14orf109,100.0
HDHD3,98.6666666667
TALDO1,100.0
C20orf71,18.0
C20orf70,37.3333333333
C20orf72,100.0
HERC2P3,8.0
CYB5R1,50.0
PPARGC1B,20.6666666667
PRKXP1,54.0
PPAPDC1A,58.0
LOC388882,2.0
LOH3CR2A,90.6666666667
LOC339788,0.0
KIAA0087,0.0
RAPSN,0.0
RMI1,100.0
CORO6,71.3333333333
MBL2,0.0
LOC285103,22.0
TCEB3C,0.0
TCEB3B,20.6666666667
KCNK9,2.33333333333
LOC285456,3.33333333333
KCNK4,0.0
KCNK5,98.6666666667
BDNFOS,4.0
TRAT1,87.3333333333
MLH3,98.8888888889
KCNK1,87.5555555556
MLH1,100.0
KCNK3,32.8888888889
C9orf144,8.33333333333
LOC401504,100.0
SULT2A1,2.66666666667
TRIML2,0.0
C9orf142,92.0
TRIML1,0.0
NACC2,62.0
ACOT11,21.6666666667
ACOT12,6.66666666667
ACOT13,100.0
C9orf148,16.0
SH3KBP1,99.1111111111
VPS13C,81.5
VPS13B,70.8333333333
BEX5,93.3333333333
BEX4,100.0
BCORP1,14.6666666667
CRYZ,100.0
DUSP5P,22.0
SULT1A1,95.1111111111
NUP160,91.3333333333
SPOCK1,58.0
ERVFRDE1,0.0
CRYM,76.6666666667
TMEM163,83.0
TMEM165,66.6666666667
TMEM164,98.8888888889
ME2,99.5555555556
BPI /// LOC149684,25.3333333333
FOXN4,5.55555555556
TMEM168,100.0
EVI2B,100.0
FOXN1,11.6666666667
FOXN2,95.6666666667
FOXN3,50.6666666667
SUGT1P1,1.33333333333
NICN1,98.6666666667
DISP1,90.0
COX4I2,96.6666666667
EIF3K,95.5
PMVK,100.0
SUGT1P3,21.6666666667
BBC3,71.3333333333
VWDE,41.3333333333
GRIN2C,4.22222222222
GNA14,66.0
GNA15,98.6666666667
GNA12,93.3333333333
GNA13,86.2222222222
GRIN2D,41.0
GNA11,85.5238095238
IL3RA,1.33333333333
CLDN19,12.6666666667
SCIN,66.6666666667
NOL8,100.0
TAP1,100.0
TAP2,68.5
PRKAR1B,5.0
MFGE8,38.8888888889
LOC731852,0.0
SH2B1,68.3333333333
IL6ST,71.619047619
SNAP91,0.0
GET4 /// SUN1,96.0
SBF2,75.5555555556
ZCCHC4,55.3333333333
IGK@ /// IGKC /// LOC652493 /// LOC652694,85.6666666667
SAR1A,95.5555555556
DBN1,93.3333333333
LOC100287911,23.3333333333
SAR1B,92.9333333333
ACTG1,100.0
OGDH,82.0
ACTG2,48.6666666667
CDC73,98.2222222222
C11orf35,37.3333333333
PYGO2,46.3333333333
C11orf36,4.0
C11orf31,98.7777777778
C11orf30,72.2222222222
R3HDM1,73.0
OLIG3,5.33333333333
SEMG1,4.0
UPP1,100.0
SEMG2,1.33333333333
LOC284276,2.0
LOC100288797,10.6666666667
LOC100134713,10.6666666667
LOC100288798,7.33333333333
WEE1,76.6666666667
C19orf10,100.0
DAZL,2.66666666667
SERPING1,100.0
TMED2,100.0
IFNA6,1.33333333333
TAS2R19,49.3333333333
TAS2R14,70.0
TAS2R16,5.33333333333
GBF1,100.0
TAS2R10,59.3333333333
BCAT2,53.0
BCAT1,83.1666666667
TAS2R13,0.0
DNAH17,14.6666666667
TMEM9B,100.0
EFEMP2,96.0
MACROD2,46.6666666667
MACROD1,77.3333333333
GAGE3,15.3333333333
ZBTB33,63.0
AKAP4,0.0
AKAP5,25.6666666667
AKAP6,19.6666666667
AKAP7,65.3333333333
GTF2F1,100.0
AKAP1,75.0
AKAP3,0.0
NPEPPS,98.0
SURF1,64.3333333333
AKAP8,57.3333333333
MGC15705,1.33333333333
EIF2A,100.0
C1orf134,61.3333333333
ZNF416,59.6666666667
CYP26A1,9.33333333333
AKR7A3,90.3333333333
CCDC117,71.3333333333
PSTK,39.0
C8orf82,100.0
TUBE1,58.0
PHPT1,65.3333333333
SPATA13,62.0
INTS2,100.0
CCDC115,100.0
NFU1,100.0
RAB7B,46.3333333333
RRP1B,53.3333333333
NOVA2,37.3333333333
LOC283194,0.0
LOC255167,2.0
LOC730184,53.3333333333
ODF1,1.33333333333
HSP90B1,92.3333333333
CCDC113,96.6666666667
FLJ31356,19.3333333333
KLHL35,24.8888888889
KRR1,79.6666666667
TMEM132E,14.0
KLHL32,8.66666666667
TMEM132A,21.0
LOC728805,1.33333333333
PEG10,86.3333333333
TMEM132B,0.0
HELB,78.6666666667
ASB4 /// LOC285986,26.0
OVGP1,69.3333333333
F10,6.66666666667
DCUN1D3,98.6666666667
LOC100509279,14.0
C12orf23,100.0
KLHL31,3.33333333333
CETN3,100.0
CETN2,100.0
NAIF1,38.0
LTC4S,15.3333333333
ATP1A4,7.77777777778
PCLO,54.0
DIO1,23.3333333333
DIO2,61.4666666667
DIO3,15.3333333333
CCL21,94.6666666667
LOC100507880,71.3333333333
CCL23,21.0
CCL22,17.3333333333
CCL25,0.0
CCL24,21.3333333333
CCL27,0.0
CCL26,26.0
ALPK1,91.3333333333
ALPK3,29.0
MAU2,42.9333333333
LOC100288238,8.0
C8orf49,18.6666666667
C8orf48,66.6666666667
C8orf47,63.3333333333
C8orf46,7.77777777778
C8orf45,20.0
UCK2,83.3333333333
PHRF1,61.0
C8orf42,89.3333333333
TP53I3,100.0
C8orf40,100.0
CUX1,100.0
CUX2,1.33333333333
MAP3K9,77.6666666667
FAM70A,72.6666666667
FAM70B,16.0
BRF2,74.6666666667
UBE2L6,100.0
BRF1,21.3333333333
FSIP2,8.0
FSIP1,4.0
NR2F6,40.0
DNAJC8,98.8888888889
CSNK1A1,100.0
MB,91.3333333333
GLYATL2,34.6666666667
DNAJC5,60.0
DNAJC6,50.3333333333
GLYATL1,14.6666666667
DNAJC1,97.5555555556
DNAJC2,56.0
DNAJC3,99.1666666667
CCDC94,86.6666666667
ZNF701,49.6666666667
RRP12,35.7333333333
SLC18A2,49.3333333333
SLC18A1,0.0
GOSR1,95.8333333333
RGPD4 /// RGPD5 /// RGPD6 /// RGPD8,100.0
RRP15,96.0
LOC100506821,12.0
CYP4F11,26.0
RALBP1,96.4444444444
NRN1,91.3333333333
LOC100506828,91.3333333333
NCRNA00286A /// NCRNA00286B,87.3333333333
RAP1B,100.0
RAP1A,49.5
CCDC91,99.3333333333
ZNF831,7.66666666667
TRIM46,2.33333333333
NCRNA00213,43.6666666667
SNORA68,87.6666666667
MAP3K4,100.0
ZNF837,2.33333333333
ZNF836,24.6666666667
ZNF839,54.4444444444
SNORA65,15.3333333333
SLC23A2,50.6666666667
LOC653566 /// SPCS2,100.0
NUDT13,92.6666666667
CUEDC1,77.0
TRIM45,86.6666666667
FAM91A2,67.3333333333
FAM91A1,55.3333333333
MTCP1NB,100.0
LOC283089,12.3333333333
IPO13,100.0
CDK2AP2,100.0
TPSG1,1.33333333333
ATOH7,7.66666666667
ACAT1,42.0
ACAT2,100.0
LOC653786 /// OTOA,10.0
ATOH1,1.33333333333
RNF152,12.3333333333
CD200R1,42.0
LIMD1,61.7333333333
RNF151,0.0
PKN1,93.3333333333
RNF157,20.0
ATOH8,59.1111111111
PEX1,100.0
TSGA13,4.66666666667
CSTB,87.3333333333
LOC100287114,1.33333333333
CTF1,14.0
TMEM44,67.0
TMEM14B /// TMEM14C,100.0
MECP2,56.6666666667
TBPL1,100.0
LOC728114,1.33333333333
C4A /// C4B /// LOC100509001,67.3333333333
LOC643714,11.3333333333
ZNF578,11.0
LDLR,42.3333333333
LOC147646,0.0
LOC643711,10.0
TRPV4,39.3333333333
ZPBP,1.33333333333
LOC643923,2.66666666667
TSPY1,0.0
IL2RA,61.3333333333
IL2RB,92.6666666667
ZFYVE20,71.3333333333
SLC17A8,1.33333333333
TPCN1,51.1111111111
TAS2R8,0.0
IL2RG,100.0
SLC17A4,10.6666666667
LOC100132078,0.666666666667
SLC17A6,1.33333333333
ZFYVE28,38.8888888889
SLC17A1,1.33333333333
SPAG16,40.8888888889
SPAG17,23.0
MDH1B,18.0
C16orf58,98.6666666667
SRBD1,100.0
TRPV3,18.6666666667
DMRTC1 /// DMRTC1B,40.0
CDK5RAP2,51.3333333333
C16orf53,76.0
LOC441025,6.66666666667
C16orf57,76.4444444444
C16orf54,94.6666666667
SYCE1L,33.0
NUDT16L1,98.0
FMO2,97.3333333333
PLEK,96.0
MYF5,1.33333333333
MYF6,0.0
ZNF207,90.5925925926
CCDC144B,84.0
ERC1,66.4761904762
ERC2,56.6666666667
CCDC144A,27.3333333333
BAX,100.0
RTN1,87.0
FOXI1,0.0
BAD,76.4444444444
CTSK,100.0
BHMT2,61.3333333333
RBL1,67.0
PRKCDBP,100.0
COBLL1,56.5333333333
SLC37A2,50.6666666667
SLC37A3,100.0
CDK18,46.6666666667
CDK19,72.3333333333
TOB1,99.3333333333
PMPCB,86.6666666667
SLC37A4,93.0
TOB2,63.1111111111
CDK12,97.3333333333
CDK13,65.7142857143
CDK10,82.8888888889
FMO5,79.5555555556
CDK16,97.1111111111
CDK17,92.0
CDK14,58.3333333333
CDK15,3.77777777778
GPR126,63.1111111111
LOC283856,11.3333333333
GPR124,64.0
GPR125,84.6666666667
GZF1,64.3333333333
LOC100133445 /// LOC115110,0.0
WASH1 /// WASH2P /// WASH3P /// WASH7P,100.0
ATP6V1B1,5.0
ATP6V1B2,100.0
BIN2,44.6666666667
NOS1AP,52.3333333333
PIP5KL1,34.6666666667
GPR128,6.66666666667
LOC100506446,0.666666666667
LOC100506445,1.33333333333
GNB3,20.6666666667
VIPAR,64.0
STL,8.66666666667
CTSD,100.0
ZNF304,96.6666666667
STH,6.66666666667
ZNF302,100.0
FBXO16,86.6666666667
BFSP1,62.0
HHATL,8.0
SCTR,18.0
P2RY8,97.3333333333
MMP28,39.2
STS,67.5
P2RY2,32.6666666667
SEC61G,100.0
MMP27,0.0
MMP26,4.66666666667
MMP21,1.33333333333
MTERFD2,98.1666666667
MTERFD1,100.0
HOXB13,0.0
MAP4K4,97.8666666667
ZC3H13,72.8888888889
POSTN,79.6666666667
TFG,81.5
IFT81,53.3333333333
TOMM34,100.0
TTC39B,84.2222222222
FAM27D1,0.0
PIH1D1,100.0
RND1,50.0
RND2,25.6666666667
RND3,100.0
NCL,70.0
LOC100507006,33.3333333333
CTNNBIP1,96.0
TMEM171,21.3333333333
PPP3CA,99.5555555556
PPP3CB,100.0
PPP3CC,97.3333333333
NPIP /// PKD1P1,32.2222222222
EEF1G,100.0
C4orf10,5.11111111111
LIF,94.6666666667
LOC100132460,0.0
RPL12,100.0
KIAA1543,50.3333333333
LRRC41,74.5
LRRC40,56.4444444444
LRRC43,1.77777777778
LRRC42,100.0
LRRC45,21.3333333333
NPY6R,0.333333333333
LRRC47,100.0
LRRC46,55.6666666667
LRRC49,91.3333333333
LRRC48,29.6666666667
LOC284649,2.66666666667
LOC284648,0.0
FGFR4,8.5
B3GNT4,24.6666666667
B3GNT5,76.2222222222
B3GNT6,22.0
B3GNT7,57.5555555556
FNDC8,0.0
B3GNT1,53.0
FLJ22536,27.0
B3GNT3,80.0
TSFM,82.0
LOC100507066,0.0
FNDC7,0.0
LOC729991,66.6666666667
ADRA2A,80.0
ADRA2B,1.33333333333
LOC100507060,5.33333333333
LOC283859 /// NKD1,5.33333333333
CSRP2,100.0
PWWP2B,33.3333333333
PWWP2A,98.0
FGFR1,75.0476190476
TEX28,0.0
PCYT1A,90.6666666667
TBCCD1,98.6666666667
LEPROT,100.0
PPT2,77.3333333333
DAAM1,91.0
DAAM2,84.6666666667
HLA-DRB1,100.0
HLA-DRB6,46.0
PSRC1,97.3333333333
HLA-DRB4,17.0
LOC100505937,100.0
CCDC153,36.6666666667
LOC100505935,96.6666666667
BASE,6.0
GUK1,52.0
CCDC157,9.33333333333
SGK494,96.3333333333
YIF1A,100.0
CYP39A1,66.4444444444
CCDC158,18.0
LOC144920,8.66666666667
TMCO5B,2.66666666667
TUFT1,100.0
TMCO5A,10.0
SYT8,6.66666666667
SYT9,4.33333333333
LRRC4C,69.3333333333
LRRC4B,2.66666666667
MTCH2,100.0
FN1,96.9523809524
ACR,8.66666666667
SYT1,63.6666666667
SYT2,22.0
LOC100508939 /// SLC13A4,53.3333333333
SYT4,9.33333333333
SYT5,17.0
SYT6,42.0
SYT7,14.3333333333
CXCL9,98.6666666667
MYCNOS,3.66666666667
TIAL1,66.6666666667
OBFC2B,98.6666666667
LOC285847,1.11111111111
OBFC2A,94.8888888889
MEP1A,4.0
MEP1B,0.666666666667
TASP1,73.0
LOC642533,9.33333333333
NFIA,70.4761904762
ETV1,65.4666666667
LOC100128737,62.0
FUBP3,98.0
FUBP1,74.1666666667
SNRPN /// SNURF,99.0
COLQ,0.0
HKDC1,27.3333333333
SPZ1,0.0
F8A1 /// F8A2 /// F8A3,100.0
FLJ16779,0.666666666667
FAM189A2,86.6666666667
FAM189A1,0.0
GTF2I /// GTF2IP1 /// LOC100093631,100.0
MARCO,79.3333333333
SAP30,57.7777777778
HFE,66.5333333333
TCP11L2,26.8571428571
SLC9A3R1,99.3333333333
CNTROB,15.6666666667
PALMD,59.7777777778
ANGPT2,84.5
TNNT3,10.0
ANGPT1,66.8888888889
KLRC1 /// KLRC2,82.0
ANGPT4,0.0
LOC643085,32.0
CD1B,10.0
SLC13A1,5.0
LOC100132884,100.0
PALM3,26.0
PALM2,31.0
OXT,0.0
AMMECR1,77.5
GPR146,62.6666666667
ZAR1,31.3333333333
C1orf53,58.0
C1orf52,81.3333333333
C1orf51,91.3333333333
C1orf50,100.0
C1orf57,99.6666666667
LOC284865,0.0
C1orf55,94.6666666667
C1orf54,100.0
LOC100129250,33.7777777778
C1orf59,100.0
C1orf58,63.1111111111
LOC647979,100.0
ICMT,68.8888888889
---,34.8075255624
LOC652993,55.3333333333
LOC401312,6.88888888889
ATG4B,75.3333333333
METT10D,99.3333333333
FCF1,99.3333333333
GPR143,16.0
ATP6V0A4,42.6666666667
ATP6V0A1,74.0
ATP6V0A2,49.2222222222
GPR98,29.4666666667
GPR97,17.0
YEATS4,98.6666666667
GUCA1A,19.5555555556
GUCA1C,6.44444444444
GUCA1B,28.6666666667
KRT75,1.33333333333
KRT74,1.33333333333
KRT77,3.33333333333
KRT76,0.0
SMCR7L,99.3333333333
LOC728431,93.3333333333
KRT73,1.33333333333
KRT72,6.66666666667
C17orf106,90.0
TBC1D4,99.3333333333
C17orf104,13.6
ATM,77.4444444444
KRT79,2.0
KRT78,18.6666666667
C17orf100,72.6666666667
C17orf101,98.2222222222
ADAM32,24.0
HAAO,7.33333333333
ADAM30,2.0
SMPD2,10.0
BRIP1,75.6666666667
PDE11A,10.5
DNAJC5B,50.6666666667
C2orf88,46.6666666667
ITGBL1,96.1333333333
LOC283033,1.33333333333
CARD16 /// CASP1,100.0
ATP5A1,50.0
HFE2,12.0
LOC283038,0.0
SASH3,100.0
TTC28,67.3333333333
AAMP,100.0
TTC25,73.3333333333
TTC26,76.8333333333
DOT1L,38.6666666667
PATL2,47.3333333333
TTC22,25.5
TTC23,21.8333333333
IGHA1,24.3333333333
ETFA,100.0
CARS,56.1333333333
PODXL2,39.3333333333
IL6R,82.6666666667
ENO1,88.6666666667
ENO2,92.0
ENO3,39.0
MGC16025,9.33333333333
CELF6,92.0
DUX2,0.0
SYCP2,33.3333333333
SYCP3,41.3333333333
TAOK2,54.8888888889
SYCP1,2.66666666667
ZNF573,51.0
CNOT6L,63.7333333333
LLGL2,88.6666666667
SLC22A18,100.0
LLGL1,29.1111111111
ACOX2,65.3333333333
ACOX3,83.6666666667
SLC22A14,26.0
ACOX1,60.0
SLC22A12,0.0
SLC22A13,0.0
SLC22A11,4.66666666667
NIPAL1,84.0
FAM127A,100.0
LOC728613,91.6666666667
HEATR5B,95.3333333333
DSTN,85.5555555556
CFD,93.3333333333
LOC285181,6.66666666667
OBSCN,19.3333333333
DAGLA,3.33333333333
PTK2,99.3333333333
UBE3A,59.1666666667
PTK7,56.6666666667
PTK6,47.0
RABGAP1,98.2222222222
PRKAA2,62.6666666667
PRKAA1,83.7333333333
CFH /// CFHR1,100.0
DNAJB6 /// TMEM135,100.0
ITGB3BP,100.0
DAGLB,82.0
RCSD1,96.6666666667
MCL1,78.7777777778
GAL3ST1,22.6666666667
POMP,100.0
GAL3ST3,0.0
SORBS2,56.2857142857
ODC1,100.0
SCARA3,33.5555555556
IL18RAP,39.3333333333
SCARA5,18.2222222222
ATG16L1,86.3333333333
ATG16L2,85.6666666667
MUTED /// TXNDC5,100.0
C3orf33,71.3333333333
C3orf32,0.0
C4orf52,100.0
C3orf30,0.666666666667
ARHGDIB,71.7777777778
C3orf36,2.0
C3orf35,4.66666666667
C3orf34,59.6666666667
USH1C,12.6666666667
NANS,56.0
C3orf38,87.0
USH1G,12.0
WDR65,26.0
MATN1,4.33333333333
MATN3,72.6666666667
MATN2,96.0
MATN4,12.0
PCGEM1,0.666666666667
ENDOG,92.0
AP2S1,100.0
TANC2,81.5555555556
C15orf62,19.0
C15orf63,0.0
CES3,10.3333333333
CES2,98.2222222222
EBF3,12.3333333333
EBF2,6.66666666667
KBTBD11,66.6666666667
KBTBD10,25.6666666667
FFAR2,10.6666666667
UCP1,0.0
LMNA,75.3333333333
FFAR1,0.0
BDH2,83.0
LOC729059,0.0
MDP1,96.0
BDH1,36.6666666667
DDX23,98.0
DDX21,100.0
DDX20,99.3333333333
DDX27,100.0
ZNF157,9.33333333333
ZNF154,9.33333333333
DDX24,100.0
GULP1,65.8666666667
HLA-DMB,100.0
DDX28,48.1666666667
UNC13D,6.0
TSNAX,56.3333333333
OTC,1.33333333333
ZNF90,11.3333333333
RPL32P3,88.4444444444
ZNF92,53.3333333333
ZNF93,62.0
LOC100131176,14.6666666667
LOC100131170,0.0
ZNF99,7.66666666667
FLVCR2,72.0
FBXO18,78.0
FKBP15,66.6666666667
RAET1E,2.66666666667
UBE2J1,83.8888888889
FKBP10,50.6666666667
RAB3IP,47.2380952381
TBX21,49.3333333333
TBX20,2.0
FBXO10,6.16666666667
TBX22,0.0
FAM3D,10.0
C20orf12,39.3333333333
C20orf11,99.3333333333
FBXO15,42.6666666667
PCK1,12.0
AFF1,69.1111111111
GGPS1,100.0
SFTA3,95.3333333333
SFTA2,92.0
LOC440983,100.0
NACA2,22.0
C9orf169,17.3333333333
RHEB,62.75
CNGB1,10.6666666667
C9orf163,0.0
FAM153B,6.66666666667
C9orf167,57.7777777778
PARD6A,72.6666666667
PLA2G6,69.1111111111
PLA2G7,100.0
MARCKS,99.4666666667
PLA2G3,4.0
CRYBB2P1,48.4444444444
ERBB2,50.4444444444
KRTAP1-1,0.0
CCDC75,60.6666666667
CCDC72,100.0
SHC1,99.0
ERBB4,23.8333333333
SHC3,30.8888888889
FPR1,52.0
FPR2,47.3333333333
FPR3,94.3333333333
CCDC78,16.6666666667
CCDC79,0.0
TMEM109,100.0
TMEM108,38.0
NACAD,0.0
TRIM34 /// TRIM6-TRIM34,81.0
TMEM101,98.6666666667
FOXH1,4.33333333333
TMEM107,70.8
TMEM105,4.66666666667
TMEM104,80.6666666667
SMPDL3B,76.0
LOC100506582,60.0
GHITM,100.0
SMPDL3A,50.6666666667
BEND6,31.6666666667
TRANK1,98.0
LRCH4 /// SAP25,33.3333333333
MATR3 /// SNHG4,19.3333333333
LOC100506589,21.3333333333
FAM90A1,0.0
LOC100127886,11.3333333333
CSHL1,0.533333333333
SPEN,75.0
ZCWPW2,12.0
ZCWPW1,14.6666666667
FKBP1B,100.0
FKBP1A,99.8333333333
LOC100288009,0.0
SPEG,11.7777777778
IGHV7-81,1.33333333333
MANEAL,82.6666666667
STAT6,94.3333333333
FLJ12334,20.6666666667
RNH1,78.0
PAIP2,67.7777777778
LOC100506638,90.0
STOML1,46.8888888889
COIL,100.0
FBLIM1,68.3333333333
RIN2,79.3333333333
TIMM8A,86.3333333333
LOC441167,0.0
TIMM8B,98.6666666667
DAXX,90.3333333333
LOC100289775 /// WNT7B,24.0
CDC16,100.0
MET,89.1666666667
AHNAK,24.9333333333
NT5E,73.6666666667
GLI4 /// ZFP41,30.0
LOC645591,11.6666666667
LOC100288911,50.3333333333
C7orf25 /// PSMA2,93.6666666667
LOC400128,2.66666666667
LOC340017,5.33333333333
UNC50,100.0
NKAIN4,3.16666666667
NKAIN3,2.66666666667
NKAIN2,17.0
LOC284788,0.0
MAP1A,30.8888888889
MAP1B,93.1111111111
LOC100508410,0.0
IGSF9B,7.33333333333
LOC100130581,3.0
GNAI1,99.3333333333
UNC5B,66.6666666667
LRRC37BP1,0.0
VGF,2.0
LBX1,0.0
LOC253805,1.33333333333
UNC5D,8.0
CCM2,100.0
PFKFB3,100.0
MAP1S,100.0
FRMD8,28.3333333333
MGC5590,8.0
IMMP1L,100.0
FRMD5,34.3333333333
FRMD6,99.3333333333
FRMD7,0.0
PKNOX1,57.8666666667
PKNOX2,34.1666666667
FRMD3,56.0
DSCR9,1.33333333333
GNAQ,76.4
CYorf15A,51.0
GNAS,62.5641025641
MED13L,92.2666666667
DSCR4,0.0
DSCR6,70.0
PTCD2,95.6666666667
PTCD3,98.6666666667
DSCR3,85.6666666667
PTCD1,88.6666666667
FAM182B,4.0
NCRNA00230A /// NCRNA00230B,20.6666666667
GNAL,43.6666666667
UBA2,100.0
HLTF,100.0
AGFG2,17.1111111111
KLHL9,75.8333333333
AGFG1,80.6666666667
DPF2,100.0
DPF3,9.33333333333
NDN,96.0
DPF1,6.33333333333
ASNA1,100.0
RPS12,100.0
CRYGS,79.0
TBCC,100.0
MR1,85.2222222222
KRT3,1.33333333333
KRT2,10.6666666667
KRT1,6.66666666667
RPS10,100.0
KRT7,29.6666666667
SIX2,35.0
LOC728868,0.0
KRT4,12.0
CLEC18A,6.66666666667
CRYGA,0.0
CRYGB,2.66666666667
SIX3,3.11111111111
CRYGD,6.0
DACT3,49.3333333333
DACT2,42.6666666667
VPS45,50.0
VPS41,98.8888888889
PCTP,100.0
BCAP29,57.1666666667
DIO3-OS,2.88888888889
TMCC2,20.3333333333
TMCC3,97.6666666667
MGC23284,10.3333333333
SDR42E1,38.0
PP14571,43.3333333333
NMNAT2,20.1666666667
NAALAD2,5.06666666667
ZSCAN30,43.1111111111
NMNAT1,94.2222222222
ALOX12B,2.66666666667
CLPS,0.666666666667
TAS2R38,0.0
TAS2R39,10.0
RPL36A,100.0
C8orf68,0.666666666667
EPB41L3,95.7777777778
EPB41L2,98.0
EPB41L5,87.5
ACSS3,68.6666666667
ACSS2,100.0
ACSS1,43.1111111111
KIDINS220,82.6666666667
C8orf66,1.33333333333
PLEKHM1,58.6666666667
PLEKHM2,100.0
ABCA13,39.3333333333
VPS4A,100.0
VPS4B,100.0
GMEB2,99.6666666667
CSPG4P5,0.0
GMEB1,50.6666666667
LOC284926,58.3333333333
SLC43A2,92.0
SLC43A1,82.6666666667
LOC100507009,40.0
DFNA5,96.0
UBE2O,45.3333333333
MAGI2-IT,39.3333333333
LATS2,55.1666666667
WNT3,34.8888888889
WNT2,93.3333333333
WNT1,0.0
LRRN4,60.6666666667
AGXT,2.66666666667
LRRN2,6.0
LRRN1,56.0
WNT4,13.5555555556
PPP1R15A,98.0
TREML3,5.66666666667
TREML1,6.66666666667
GPAA1,100.0
TREML4,15.5555555556
CNTNAP5,10.6666666667
ALMS1P,4.0
MGC4473,0.666666666667
CDHR2,44.6666666667
DKFZp434E1119,0.0
ODZ2,16.6666666667
RECK,65.3333333333
NCRNA00238,1.33333333333
SNORA43,0.0
MRPL37,100.0
GPRIN2,48.6666666667
GPRIN3,48.6666666667
GPRIN1,1.66666666667
ROGDI,98.0
MRPL34,100.0
CDHR5,2.44444444444
INSR,85.3333333333
MRPL35,96.2222222222
RUNX1T1,49.0476190476
ST8SIA1,63.6666666667
HIST2H2BE,100.0
MGAT5B,1.33333333333
ZNF813,96.0
SPTBN5,14.0
SPTBN4,3.86666666667
SPTBN2,16.0
SPTBN1,58.1333333333
ZNF814,52.2222222222
LOC100131347,0.0
RNF175,40.0
KLF11,85.3333333333
KLF10,100.0
RNF170,83.5555555556
KLF16,9.66666666667
LOC348817,0.0
KLF14,1.0
TFAP2A,47.3333333333
TFAP2C,55.0
TFAP2B,20.4444444444
TFAP2E,63.3333333333
TFAP2D,18.6666666667
KRTDAP,2.0
MRPL48,100.0
GBE1,100.0
GAFA1,3.33333333333
GAFA2,0.0
GAFA3,1.33333333333
PCNA,100.0
SLC44A1,94.4444444444
SLC44A2,94.3333333333
SLC44A3,100.0
SLC44A4,74.6666666667
SLC44A5,70.0
ZBTB7C,16.3333333333
ZBTB7B,40.3333333333
MSI2,85.5
MSI1,1.33333333333
PCNP,98.6666666667
PCNT,70.0
PCNX,68.9523809524
UTY,46.2222222222
CD99P1,100.0
LOC92659,4.0
HDAC1,100.0
ENGASE,96.0
RPS2P45,32.6666666667
SAMHD1,97.2222222222
FAM149A,79.1111111111
LOC100507153 /// LOC728613 /// PDCD6,17.3333333333
KLK1,16.6666666667
UBE2U,15.0
RPA1,74.4444444444
KLK2,12.0
RPA3,100.0
ANKFN1,44.0
TENC1,92.6666666667
NDUFS1,78.2666666667
NDUFS2,100.0
NDUFS3,100.0
NDUFS4,87.6666666667
NDUFS6,100.0
NDUFS7,51.6666666667
C1S,99.3333333333
C1R,100.0
COQ7,78.0
COQ6,98.6666666667
LOC100506802,7.33333333333
LOC100287037,0.0
ILF3,100.0
ILF2,100.0
FAM198A,33.3333333333
FAM198B,95.3333333333
ZRANB1,83.5555555556
KLK6,28.6666666667
ZRANB3,46.4444444444
ZRANB2,100.0
BOLA2,55.6666666667
HBD,4.0
LOC100271722,42.3333333333
LOC100505574,0.0
FAM132A,6.0
ODF4,4.33333333333
OK/SW-CL.58,7.33333333333
CHMP2B,100.0
MUC20,77.4666666667
CHMP2A,100.0
PCDHGB7,2.66666666667
ATP9B,23.5555555556
PCDHGB5,35.3333333333
HBZ,0.0
BOC,30.0
RREB1,56.9523809524
NCRNA00186,8.66666666667
DENND2C,54.3333333333
TPX2,83.3333333333
DENND2A,24.6666666667
LOC100133920,13.3333333333
DENND2D,98.6666666667
GAGE1,1.33333333333
PPT1,100.0
WWC1,52.6666666667
INPP4B,80.0
INPP4A,67.4444444444
SGCG,5.33333333333
GPR101,0.0
MICAL2,67.6666666667
MICAL3,36.6666666667
PHC1,86.6666666667
LOC387895,16.6666666667
PHC3,87.3333333333
PHC2,50.6666666667
GPR108,100.0
MFAP3L,16.9333333333
LMAN1,92.2222222222
LOC374890,0.0
UBE2G2,75.0
